label,tweets
1,"You know when I've never heard the phrase, Send them back home? When it was said to a White person."
1,As a small business owner the economy under Trump has been exceptional for my business...Trump is for Americans while you Dems seem to want to give it all away to ILLEGAL immigrants...btw my legal immigrant wife loves Trump
2,"It was quite a chant and I felt a little bit badly about it... I disagree with it, but, again, I didn't say that, they"
1,but you're ok with Send her back?
2,Ask people who pay minimal attention to the news if they heard about the send her back chant. Then ask them if they hea
1,One of Stephen Millers idol was George Wallace. An Alabama Governor one of the biggest racist ever. At his rallies people would yell send them back. Meaning blacks back to Africa. Miller knows exactly what he's doing.
1,I hated living in a liberal dump aka California. Moved to Florida and could not be happier. I hope they put every Illegal alien in SF and LA. Love to see them in Beverly Hills.
2,Why don't we send all Trump supporters back instead. There's more of us. I'm more interested in knowing her than them
1,How do you sleep at night supporting illegal immigration criminals who rape and victimize 1200 in
1,The next time I hear a Democrat praise the arrest and deportation of any MS-13 illegal alien criminal........ Will be the first time.....
2,I loved when they chanted send her back..... all four of them need to be put out of office..... there agenda is to destroy this nation from the inside by starting a civil war between all of us..... there trash....
1,Send THEM back!
1,"So when we send our athletes to the Olympics, we should just give the medals to the United Nations collectively? Someone contact Caitlyn Jenner--tell her we want her medals back?"
2,Chants at the president's rallies such as Lock her up! in reference to Clinton or the newly minted Send
1,There is nothing wrong with chanting our displeasure with America haters. Remember in the Obama police hati
2,I was at the National African American Museum and black people were big mad about Ben Carsons exhibit (for when he was a doctor). We were all talking $h!+ wanting them to send his stuff back. #HeGotsNoPeople
1,Come here the right way or send them back . The taxpayers are drowning
1,"finding a white supremist nowadays is as difficult as finding a holocaust survivor...yet, finding an illegal alien with a criminal record with an outstanding warrant is as easy as finding a 7-11 or a mcdonalds."
1,", Send her back"
1,(6) Add Immigration Judges. Move the dept from under AG purview to that of SCOTUS. (7) Enforce eVerify to deter illegal immigrant work (8) Punish employers who don't use eVerify (9) Citizenship path for DREAMERS /3
2,"Rep. Mark Walker sparked criticism for tweeting that the Send her back! chants directed at Rep. Ilhan Omar were brief, and that he struggled with them."
1,"You gotta admit, to go from illegal alien/high priced escort to First Lady is pretty admirable!"
1,Nope. The choice is between American democracy or the Trump cult of personality. Theres no policy thats worth sacrificing our countrys core values for. And no President *ever* has the right to harass US citizens with threats to send them back for disagreeing with him.
1,Then empty the cages by sending ALL THRSE ILLEGALS BACK TO THEOR OWN COUNTRIES. ITS GETTING TO BE A DAMN NUECENCES. ENOUGH OF THEIR BS. DEMS SOROS PAYING THESE ILEGALS TO COME HERE. STOP IT ALL SEND THEM ALL BACK
1,. You stand by Trump after send her back? You've crossed a line you can't come back from. You're on the losing side. That arena full of un-American bigots is not all of America. The rest of us outnumber you and them and our human decency will prevail. #utpol
1,"You know, send them back home!!"
2,"I'm a Latino man and a legal immigrant. I don't see anything racist, if you hate America so much you should GO AWAY. In Omar's case, it seems that she has committed immigration FRAUD. So it's only fair to SEND HER BACK. What's racist about that? Seriously, where's the racism?"
1,"No one really is suggesting sending some dumb Congresswoman back to the Somali hellhole from which WE generously gave her sanctuary. But don't we have a right to criticize a lying, obtuse, stupid PUBLIC OFFICIAL pulling down a HUGE taxpayer-funded salary?"
1,You misspelled illegal immigrant.
2,"Here's the deal republicans you don't get to just take pieces of trump, you get all of him, his policies, his beliefs, his narcissism and his disdain for anyone who doesn't agree with him. History will not be kind to the republican party."
2,"well saying send her back to a place who oppress women, the same place she supports with their genital mutilation of women, jihad, sharia law? its more ignorant to assume all of them are racist rather than look at the facts and see how much she actually cares abt American values"
2,"But #MAGA hats are made in #China ... So do we send back the hats, or the people wearing them? Then what? Lol"
2,"Liz Cheney, in yet another instance of attempted gaslighting, claims that racist send her back chants were not about race. There. Fixed it."
2,Its the 50th anniversary of the moon landing. Good thing Neil Armstrong wasnt a Congresswoman of color or Trumpd be leading a chant of Send her back!
2,"ON with Major Garret Pence on Trump not being happy about the send her back chanting at his rally If it happens again he, he might, he might he make an effort to speak out about it WHAT??????? MIGHT MAKE AN EFFO TO SPEAK? #TotalBullshit #Moron"
1,If we #SECUREOURELECTIONS #SECUREOURVOTE WE CAN VOTE THEM ALL OUT AND SEND THEM BACK FROM WHERE THEY CAME FROM- HELL IS WAITING... VOTE BLUE! NO MATTER WHO THATS WHAT WE GOTTA DO!!!
1,"I would send her and her twisted ideologies back in a heartbeat. Her, and the adult diaper."
1,You mean hes behind Felicitys final season where her hippie friend uses literal magic to send her back in time to save her relationship.
1,"This is something I never knew about until today ! Upon re entering Earth from Outer Space (Apollo 11) Moon Landing- our two brave Astronauts had to be checked in with US Customs and Border Protection !! Now I know where the term illegal alien comes from ... Pretty cool, eh !"
1,I THINK THAT THE NEEDS TO GO BACK WHERE SHE CAME FROM. Send her back to Slovene #SendHerBack
1,"YOU Are Cruel,Pelosi! YOU &amp; SCHUMER Are Working With A Marxist Grp In Chicago,Funded By Soros,Who Are Intentionally Bringing These Illegal Alien Invaders To Our Border!Their Deaths,Suffering,Rapes,Murders Are A On You, Chuck &amp; George!There's A Special Place In H#LL For All Of You"
1,"Send her back racism, the word socialism for any thing that supports the American people that the 1%. Doesnt want. Fake News for any news story you dont like (a trick of Hitler and Stalin) And keep slave wages so the 1% gets richer. The GOP PAY OF trump Platform"
1,I wish i am illegal immigrant to get free insurance! #insurance #MedicareForAll
1,"The answer is yes. If the dictionary had the phrase, send them back, it would be rasist. See its not the words. Its the phrasing."
2,Alarmed? Wimpy Republicans!!! Good Grief take a Stand! This was NOT about Racism!!! This was about there Ideology! Its ok for them to spew Antisemitic hatred for Jews and Israel! Isnt that racist?
1,Things are only getting worse for Beto.
1,I say SEND HER BACK to where she came from. She should not be representing anything here in the USA she hates us all and has made that quite clear!!!! Lets rid the USA of this cancerous person OMAR!!!!!
1,"I think Israel should publicly make the rules of decorum very clear before they arrive in Israel. Israel doesnt have the same freedoms of expression as the US, so if these creatures attempt public shaming and expletives toward politicians, they can be send them back"
2,I would send her back if I could but unfortunately she lied about every part of her citizen application and was awarded citizenship. Now the only place she can be sent back to is MN to live among the rest of the Somalian immigrants. Dangerous cult! Yes cult!
1,"Not your country, so get out Amit Shahs masterplan to prevent Illegal migrants from entering India"
1,"Illegal Alien is in the Constitution, yup"
1,"Yes, 'Send her back' is the face of evilI know fascism when I see it | Opinion"
1,Send her back to the house. Bedding needs changing. #rankwoman
2,Huge crowd meets congresswoman Omar at Minnesota airport after Trump 'send her back' row
1,Write it down Made permanent Like ink in my flesh Crowd chants Send them back Cops choked him to death The truth became divisive And justice a missing person Cruelty is celebrated And justified with economics #LastWeek #News #Recap #poetry #StandWithIlhan #poems
1,"In 2019 USA, this would be the MLK chant at the POTUS rallies, Send Him Back. Why? Because he saw where America had not lived up to her ideals, he wanted her to do better, be better &amp; he SPOKE OUT about it. #BeBest"
1,"And they also claim children who are not even in the U.S. (actual) dependents. Over 50% of illegal immigrant tax filings are FRAUDULENT! They broke the law to get here, what makes you think they all of a sudden respect laws?"
2,One more component to the term racist - Where has Trump said that whites are the superior race? Send her back isn't racist. It's only racist if one believes that one's race is superior. Trump doesn't affirm this view. Speaks foolishly? Yes. Racist? No. New Yorkers.
1,"Good ole Racist St. Pete city council race. On this episode of the Brower Report! ICE Raids, Wifi Bust Racist Teens, DNA Bust Illegal Alien Lies, Holy Water Rain You can get our podcast on these great"
2,Form of lying? Saying #SendHerBack is racist? That is the lie that you are spreading! Ilhan Omar married her brother to acquire citizenship to the US! That is what send her back in NC meant! I wonder if you had any contact with Jeffrey Epstein? You are #FakeNews
1,Send them back from whence they came
2,So sick of all the hand-wringing over the send her back chants. Where's the outcry over ACTUAL VIOLENCE by Antifa against conservatives?! Disgusting hypocrites.
1,Have you written the bill to fix the asylum loophole??? Come back when you have it ready. ps// Obama built those cages. Democrats oversold the illegal alien invasion and created the chaos.
1,nobody cares send them back
2,"I don't give a shit that it took 13 seconds for Trump to speak after goading his crowd into chanting, send her back! ...not when the entire rally would have been right at home in 1930's Germany."
1,#DonaldTrump Is A Disgrace Using An Old Racist Troupe GO BACK TO WHERE YOU COME FROM. An SEND HER BACK OR SEND
1,They arent drinking from toilets. Time to jump off the toilet/toothbrush train and stop the useless propaganda! These people came voluntarily and they can LEAVE! So send them back and let them apply for asylum as per our legal process!
2,Yep
1,"You'll be welcome to join #Catalans outside prisons holding innocent #CatalanPoliticalPrisoners despite two damning calls by UN #WGAD, as they chant SEND THEM BACK home."
1,"also, i dont care if they come from Ireland, my great great grandfather was from Ireland and came here legally. If you are an illegal immigrant you dont belong here. white, black, mixed, anything"
2,And his idiot daughter-in-law ginned them up to chant Send her back at that rally and Trump himself stood there saying absolutely nothing when they actually did. Something to keep in mind the next time Trump tries to claim I never supported this and tried to stop it.
1,Of course she is. I knew it was absolute nonsense when she started re-bleating the 'send her back' hysteria that has bee
1,"When Obama separates brown families and deports millions it is non racist and beautiful. When Trump listens to a mom who lost her kid to a violent illegal alien criminal, he is a horrible racist monster."
2,I don't give FUCK! But why should President / few days ago given the right to degrade our Congregation women...with his racist gestures against them ...is so unfairly! And your audience 'send her back' was so out out of line.... because she is a US citizen...
2,Omarosa suggests the send her back! chant was engineered by Trump minions.
1,"Her problem is with people born in aus to kiwi parents getting sent back when theyve never lived in no their whole lives, which I think Is stupid. Anyone else yeah sure send them back."
1,Just send all illegal aliens back to their own countries. Things can't be too bad because none of them are asking to go home.
1,"Go Team ICE! Round 'em up, send them back!"
1,"djt, refuse to use his name, is nothingless than a downtown RAT. Racist mo fo. Sexist perpetrator connected to Epstein. Hush money. Send them back. What more are you waiting for America?"
1,You may want to send another tweet clarifying when you get back to the office tomorrow. Not a good look to back an apparent liar. Id have a long talk with Erica letting her know shes lost your support for this potential hoax.
2,Rep. Ilhan Omar was racially attacked by Send Her Back chants at a Trump rally in North Carolina. She's been an American
1,"On a lighter note, Girls! keep exposing shitty and trashy men, so that we can all send them to rehab. We need a place to breathe. We need our freedom back. #IstandwithFatima"
2,Really? Who is chanting lock her up and send her back?? It is NOT the left stirring up this hate!!!! It is TRUMP!!!!
1,"Would you like him to send them back, or just let them out to roam the streets?"
1,"so what im saying is if the immigrant system doesnt change soon then I completely and 100% understand why people come in the illegal way because coming in the legal way is harder, and demands more resources like money which not many people have a lot of"
2,Right wing radical white people are literally chanting send her back and marching in the streets beca
2,THE SOCIALIST DEMOCRATS don't disavow ANTIFA. In fact Omar smiled and didn't say a PEEP when asked if she ap
1,You should end your charade is a fraud who broke #immigration &amp; tax laws. There needs to be consequences. What are you waiting for ? Send her back to #Somalia on a Blackhawk... Just make sure you search her carefully.
1,NEW Illegal Alien Teen Released into U.S. Charged with Raping 7-Year-Old Girl Police said the rape was so brutal that
1,"IT'S A TEMPORARY HOLDING FACILITY FOR ILLEGAL ALIENS WHO'VE BROKEN OUR LAWS! CHUCK, WHAT DO YOU SUGGEST? MAYBE WE CAN BOOK THE H$LTON &amp; POST GUARDS? PERHAPS YOU WANT TO UNLOAD RANDOM GROUPS OF ILLEGAL ALIEN'S INTO YOUR NEIGHBORHOOD? YOU'RE A NUMSKULL! #TrumpLandslide2020"
1,How many schools has Antifa shot up? Or run over innocent people? Or murder those in a synagogue or mosque?
1,SEND HER BACK!!! I AGREE! Back to her District or her nation of origin! Fix something ; then show people how.Thrn preach to me!
2,"Real shit if we are going to start talking about deporting US Citizens, I say we start by rounding up every person who was in that crowd and giving them the same citizenship tests we give immigrants. Those who pass can stay. Those who don't will be..."
1,Illegal Alien Released into U.S. Charged with Brutally Raping 7-Year-Old Girl via
1,Just hanging with the bois in discord. We aren't sure who Dr. Link the illegal immigrant is but he just walked in one day and refuses to leave.
2,"[Trump bans blacks from renting] TRUMP see, Im not racist [T orders black workers off casino floors] T see, Im not racist [T puts out ad demanding execution of Central Park Five] T see, Im not racist [T basks in glow of rally chanting SEND HER BACK] T see, Im not racist"
2,So disappointed in decision to stop producing retro figures. Especially when they promised the first ever all-women's figure set/series back in November 2018. Not cool. lets get a petition going and send it to them
1,Hey Liberals- I thought you were against Separating Children from their par
1,Send her back !
2,Are you sending your poster boy for racism to instruct them how its done? He can demonstrate his send him back slur in his remarks about President Obama. Maybe play the video of him speaking the words #RepublicansAreRacists
1,"As GOPers warn send her back undermines 20 &amp; implore 2 stop ( This, frm PAs revealing counter view ..Prspcts of Demts coming up w/ a cand weakr thn Hillary C., as hard 2 imagine as that might B, is very real."
1,"Trump could open the borders completely, amnesty every illegal alien, invade Iran and put a new tax on everyone to fund a reparations plan for Jews and QAnon people would still be cheering him on thinking its all 4d chess. No exaggeration they really are that stupid."
2,Here are govt figures. It is pretty low considering the influx has increased just lately.
1,All the Governors housing the stollen/kidnapped children of asylum seekers and illegal alien should be brought before the Hague for crimes against Humanity!
1,"punishes #AngelMom (who's son, Sgt. Brandon Mendoza, was murdered by an illegal alien) for asking what law can I break and have you defend me so staunchly? Twitter doesn't know about the #1stAmendment."
1,She was the second phase in destroying America. Do not kid yourself for one minute. America is the la
1,Send them Back. ASAP
1,Send her back to Skankonia.
2,"In front of national TV cameras, with the 45th president of the United States as maestro, we are witnessing the exact moment that the raging rabble of a Donald Trump rally has taught a child how to hate. --"
1,And yet they still wont vote for him in 2020 and hes already disavowed the very people who got him in office simply because they said send her back. This is winning?
1,Such a lovely person! Her Daddy murdered thousands in somalia including being part of the regime that in 1993 dru
1,"Angel Mom Mendozas son, 32-year-old police officer Brandon Mendoza, was killed in May 2014 by a drunk illegal alien who was driving the wrong way down a highway in Mesa, Arizona."
1,Satire Tweet 2 (The Onion)... Trump Campaign Store Offering Special Disavowed Discount On All Send Her Back Merchandise
1,Another recommendation for a book you haven't and won't read. Maybe instead you recommend Russian hotels and hookers that like to give golden showers. Or maybe recommend which porn stars are best to raw dog when you cheat on your illegal immigrant wife!
2,"If our media could finally start covering Trump as the authoritarian he is do not parrot back his words, report Trump LIE"
2,Salute #DanLebatard poppy raised you right despite ESPN against politics s/o Dan did what was right However the faces on his 2 white co hosts are hilarious you can actually see them thinking Oh Shit were getting fired Im not saying a word
2,"To be clear, what I argue here is that the send her back chant exposed the naked truth of what hard core Trump voters"
1,People are saying after the picture with Diamond and Silk Trump puked for 45 minutes. He then ordered white house staff for delousing powder and showered for an hour yelling send them back!
1,Who really thought send her back was a one-off. He's a sociopath; he constantly craves a lethal threat on anyo
1,Trump prend partie la reprsentante Ilhan Omar et la foule s'poumone Send her back! Grand moment de xnophobie coll
1,"We'll see- DD use to rush everyone and now that Avila is GM he moves the prospects at a crawl. I don't think that's terrible on it's face, but I'm not sure why he's not calling some of these guys up. If they're not ready you can send them back down. They won't evaporate"
1,"My son made the decision to fight for Americans and protect them. Not to be slaughtered by a REPEAT ILLEGAL ALIEN CRIMINAL. 3X legal limit drunk, high on meth, who drive over 35 miles the WRONG WAY on our freeways and slammed head on into my sons vehicle."
2,65% of Americans agree that telling minority to go back to where they came from is racist (IPSOS). 35% think otherwis
1,"You send them back over the border. We have homeless, our own sick, veterans we need to take care of. But California rather not take care of them.. but non citizens? Come here legally and welcomes ANYONE with open arms."
2,"Jesus Christ was just frothing at the mouth for the chance to cry about antifa. We might chant send her back,"
1,Good. Send them back!
2,At this point can't you just send my returned (but not refunded) items back? I spent a lot on them. A full suit by the brand Heart and Dagger (order no. 412880538). I could resell them more easily than this. Delivered to you (signed for) on the 25th of June!
1,"If it supports Trump, remind it that it's an illegal alien."
1,Your not honestly going to make the argument that the news Coverage of Illegal aliens is not mostly slated towards the virtuous and deserving illegal alien are you?
1,Fine replace illegal alien with criminals. Im ok with that. Call it like it is congresswoman.
1,This page should help. Send them a message and they should contact you back soon. x
1,"Gabe is tired of the #MAGA's #SendHerBack bullshit. Fuck that ignorant noise. This country was built &amp; is sustained by immigrants. STOP BEING SHIT GIBBONS. Oh and #POTUS, read a fucking book. #thesquad #thesquadisbig #podernfamily #comedy"
2,"Because I criticized the president, I should be deported? American patriot asked. She then called"
2,I cant stop thinking about the little girl behind Trump and the hate shes being taught | Will Bunch v
1,". asks if Democrats need to push back more within their own party? says, were not inciting crowds to chant send them back."
1,"Police officer killed by illegal alien was bad enough, but mother of officer silenced by #Twitter for her grief was wrong"
2,One other thing did you see Joe Crowley and John Boehner team up pressing about pensions. People that work their whole life have their pensions in danger. They didnt get to say much because the host kept asking about the send her back chants.
1,"Omg from were all these Orange people come from, so we can send them back. They are so bad, like rotten bad. They make me sick to my stomach"
2,"President Donald Trump renewed his attacks on Rep. Ilhan Omar today while reversing his previous criticisms of a North Carolina crowd who chanted send her back, defending them as patriots."
1,Order. Order everyone! I hereby move to permanently relinquish his Jewish Card for the reason of being total fucking embarrassment to our entire people.
1,Miller came up with send them back.
1,Screw the refugees! Send them back to where they came from.
1,"The rally at NC may not have bothered u. But, it cut to the core for those of us who truly fear a return to the hatred of AM's past. 'Send her back is among the worse. It was akin to a Klan Rally. It was heartbreaking n scary. A young person sd he felt SAD."
1,WE CELEBRATE NOTHING YOU ARE A ILLEGAL ALIEN WHO CAN BARELY SPEAK ENGLISH AND STILL LIVING ON GOVERNMENT ASSISTANCE GO BACK WHERE YOU CAME FROM YOUR NOT WELCOMED HERE HAKUHAKU
1,"THIS IS ALL DUE TO THE Sanctuary city establishing,Illegal alien recruiting, open world border pushing, Criminal pr"
2,Trump distances himself from this chant about Rep. Ilhan Omar and it's implications. What do you think?
1,"Human beings are complex creatures and despite our efforts to compartmentalize and code-switch, we are not robots; we do not become different people in different settings. If you believe send her back is appropriate, you will create an unsafe classroom for Black Muslim girls."
2,"Lara should just consider the source of those comments, coming from a sodomizing sexual pervert, it really doesn't have much meaning or basis. cooper is as fond of lying as he is of sick perversions. #FoxNews"
1,Gracie these Muslims think there at home and the Englishe Citizens are only there to serve them USA POTUS TRUMP has stopped them at the border and ICE is kicking there buts out of the Country you cannot reason with this Mob Mentality send them back to their Shit Hole Country
1,"Send them back, send them back, send them back! #Donnie_Diarrhea"
1,Very interesting answer #IStandWithPresTrump - Send her back - Go back - Go
1,First Amendment he protected their right to chant.I agree send them back.
1,It easy to complain and criticize with no offering of a solution. Close the border and send them back home.
1,"Every president in your lifetime has publicly stated that there was an illegal immigrant problem, including the savior."
2,Assuming he's telling the truth (and she seemed to believe he said it in her tearful post)
2,Really!! You were basking in the hate spewed by the chant. After you started talking (in like 13 secs) you did not even remind the crowd that it was a hateful thing to say...why I wonder...because you wanted exactly that. You nor the crowd has any right to say 'send her back'.
2,Hate speech as defined by the equal opportunity act listing Send He/Her/them back as an example of a racial attack and grounds for dismissal the EOA. The president is a citizen president and should not be above the law. Disagreeing with President is a Majority opinion.
1,"these four congresswomen are paid missionaries sent here to destroy our country from the inside. democrats are taking advantage of our open society and electing america's enemies (MUSLIMS), a classic TROJAN HORSE scenario. we MUST SEND THEM ALL BACK. USE THE MILITARY TO DO IT."
1,"SEND THEM BACK (to school, as college should be affordable for everyone)"
1,PENCE IS NUTTIER THAN TRUMP!THOSE WOMEN DID NOTHINGBUT TRUMP'S OVER THE EDGE He's CEFIABLY NUTS! &amp; SO IS PENCE TRYING TO ASK TRUMP TO STOP SEND THEM BACK CHANTS TRUMP IS NOT GOING TO STOP HE'S GOING TO KEEP IT GOING &amp; GOING TRUMP IS NUTZ &amp; IS REVING UP HIS TROOPS FOR 2020
2,"POTUS The leftest media is trying to put a wedge between you and your voters, They protect them and their hate speech of you and this country. And when we as Americans stand up and say send her back, because we too believe if you dont love USA leave"
1,It's a national embarrassment that an illegal immigrant can walk across the border and receive free health care and on
1,Send them Back!!!!!!!
1,And you are not exaggerating! But we must be nice to the Immigrant! Because the Republicans get so much profit from it and the Democrats get new voters so sit down and shut up and don't start any chance about send them back
1,They hate free speech? Who is trying to send them back and sue newspapers? Who is paying off farmers for killing their business? Who is forcing women to give birth to their rapists' babies?
1,In 2009 he made a speech praising 673 miles of border barriers and stopping the influx of illegal alien's. What changed?
1,You didn't write the send them back tweet? You didn't trash Omar at the rally? You didn't stand there for 13 seconds basking in the glow of the hate fest you inspired? Give me a break.
1,Exactly because the President did not say to send them back. He said they should go back (voluntarily) fix their country and then come back here and show us how it's done before you criticize America and its people. I AGREE
2,Chris Wallace presses Stephen Miller on 'send her back' chant at Trump rally #MillerIsRacistOnSteroids
1,"were chanting send her back at rally are Native American, I will apologize but barring that, their family came to this country from a foreign land, so should we send them back or na, cause they are white? Isn't Ellis Island and the Statue of Liberty two of the"
1,"Republicans do that? ROFLMAO. Its Democrats who are giving free healthcare to illegal immigrants, trying to spend 32 trillion dollars on healthcare, and wanting to give illegal immigrant children free college aling with everyone else an wanting to provide free basic income."
2,"You may shoot me with your words, You may cut me with your eyes, You may kill me with your hatefulness, But still, lik"
2,"Wait, you mean little eric's wifey warming up the crowd?"
2,that video of people behind trump chanting send her back is so scary and gross wtf?? those colonizers acting like i wont pick them up and throw them back to europe
1,Refugees allowed to come to America are given the gift of safety. They become patriotic in return. They are welcomed here precisely because it is not safe for them to be sent back. Send her back violates everything America stands for.
2,What a total coward!
1,"We need to recruit/ conscript those 17.4 million Brexit voters into the army, so we can send them as the first wave to fight Iran. Take back control of our tankers!"
2,"Why couldnt be send her back .....as in to her district , so now we cant chant to get them out of office ? She is in Washington , another bit of fake news . Lets waist more time analyzing chants . MSM pathetic ."
1,Send her [ your wife ] back.
1,"All I know is that Obama gave the illegal alien kids to known sex traffickers, and the left said nothing...."
1,"You don't tell them to go back where they came from if you're not being racist, or some form of prejudice. That is a remark that is historically understood to be prejudice, &amp; in your obvious case racist. Besides they were born in America so what state do you intend to send em to?"
1,Send her back may prove to be prophetic.
1,"And just to clarify, you think assuming someone is an illegal alien based on a last name is NOT racist? Tell me again how you are fighting for equality?"
2,Gotta love conservatives having a field day over this #HateHoax They love any one instance of a liar to try to discredit all the real racism. Theyll pushing it as hard as they can hoping people forget the send her back chants...
2,"Just watched a video of Trump's NC rally, and all of them were chanting send her back not unlike the chants at a white supremacy rally. If this doesn't prove that supporting Trump is for exclusively racist individuals, then I don't know what does."
2,To attack Omar is to attack a symbol of the demographic change that is eroding white cultural and political hegemony What Americans Do Now Will Define Us Forever -
1,Watching Rick Santorum trying to defend the send them back comments is...well...painful.
2,Unlike Donald Trump &amp; his racist followers. You don't see Native Americans holding gatherings where they chant Send th
1,CLOSE THE BOARDERS ALL DEMS WANT IS THE ILLEGAL ALIEN VOTE
1,"My patriotic son-in-law, who waited 8 years to come here LEGALLY says; Send them ALL Back to get in back of the line!!!"
2,gets it. hasnt responded to Trumps racist send her back propaganda. Todds part of the problem.
1,"I agree, real Americans should grab womens pussy, steal money from university students, seek help from Putin in elections, refuse to disclose tax return when run for President, cheat wife, divorce several times, hire illegal immigrants, marry illegal immigrant, get bone spurs!!!"
1,What law can I break and have you defend me so staunchly? Provide me sanctuary from our laws? Political cleanup from YOUR INCACTION FOR DECADES is what it's called. You have #bloodonyourhands for every death of an American killed by an ILLEGAL ALIEN CRIMINAL #iamann
1,#FNS 'why don't you go back' is different from 'send them back'.
2,GOP Sticks With Trump Following Send Her Back Chant. Pull them out of their offices 1 by 1 and put a camera in their face to see how long theyre willing to someone presenting facist tendencies
2,"All citizens are allowed to stay. Chants of send her back and Trump saying go back are borderline hate crimes. You cannot tell a citizen to get out, just because you don't like them."
2,Democrats were silent while Leftists called for the deportation of first lady Melania Trump and former White House aide Se
2,CNN guest floats theory that Trump planned send her back chants | WashingtonExaminer
1,"Send her back, send her back - wenn das Schule macht, mssen wir auf einmal noch Trump zurcknehmen."
1,What human rights are being denied? Instead of giving them the opportunity to a trial in seeking asylum we could just send them back into the desert with no food or water.
2,Pence says Trump might speak out if rally crowd chants send her backagain
1,"The popular vote is not legitimate, not because only the Electoral College counts. Rather, the popular vote i"
1,Your daughter in-law went out b4 you and started the send them back crap
2,I have actually had a couple family members come around. The send her back chants were their breaking point. They don't see or read much news and basically shut their ears when I told them stuff. But this they saw and heard.
2,"Mr President, I have a suggestion, Send her back can be interpreted as racist. Vote them out is pretty safe, reasonable commentary. If people chant Send her back again. Suggest to them that this is being called racist and vote them out would be a more acceptable chant."
2,Limbaugh 'ticked off' by overblown outrage over 'send her back' chant via
1,"Send her back, send her back! Oh wait, wrong post."
2,"While the rest of us were fixated on Trump's North Carolina crowd yelling, 'Send her back,' noticed a young girl standing behind the president, learning how to mimic her elders and chant that racist slogan -- one syllable at a time."
2,Mr Crenshaw isn't it fair to say send her back Racist? Isnt it fair to say Trump has attacked 4 members of Congress with racism? When you can HONESTLY tell me the answer I will answer yours!
1,Send Them Back Legal Americans Are Sick To Death Of The True Misinformants! If You Come To The United States Looking For The American Dream Quit Bringing Your Former Countries Nightmares With You!
1,Me On my way To Area 51 to replace an alien with an illegal alien. The US government wont be able to tell the difference be
1,Jesus was a socialist and an illegal immigrant and he was brown. Jesus was everything you and Trump hate.
1,"No. Remove her and send her, both of her husbands and kids back. She hates the country that helped her. I have no respect for that. F that."
2,"Lawmakers have condemned the statements as xenophobic. But Pence speculated that there was major public support for the presidents sentiments. Yes, every racist in our country supports his sentiments. Good thing? Don't think so."
1,I Ordered Navy Blue Filas Offline Because They Didnt Have Them In Store Sent Me The Wrong Ones Then I Call There Customer Service &amp; They Tell Me Take Them To My Nearest Store Or Pay To Send Them Back
1,So do you agree with the fact of them saying to send her back cuz I mean if thats the case you gotta go back too they dont like you they just put up with you but oh well
1,No hate here. I could stand up for a gay person a trans or an illegal immigrant from danger or wrong doing. My political persuasion doesnt make my humanity go away. Some ppl turn on their family n friends. Obviously thats how u roll
1,Liar....send them back....we have violence in every democrat ran city.....
2,Chris Wallace burns down Stephen Miller over Trumps racist lies He let send her back chant go for 13 seconds -
1,"The only people we should send back are the 65,000 Marianne Williamson donors and we should send them back to their spaceship"
2,You know Sags got that of Amplification. Luv us and Sags luv back harder. But shyt on us and we send back diarrhea! We can take your same words and use them to hurt you more. #LikeAMirror #SagsInventedPettyToo
2,"Megan Rapinoe Slams 'Send Her Back' Chants 'Disgusting and Despicable' U.S. Women's National Team (USWNT) co-captainMegan Rapinoe ripped into the send her back chant that erupted at President Donald Trump's recent campaign rally, calling it disgusting and despicable."
2,"So, you think American's are offensive. Because we were the ones that chanted Send her back? You can't go on calling American's names and expect them to vote for you. No wonder you lost the Presidential election."
2,Manufactures drama to cover up his evil.... whack a mole.
1,Cmon now we have laws and a process. I never hear a word from the other side when an American is murdered/raped etc by an illegal immigrant. The numbers are off the charts
1,*Illegal Immigrant Mullas.
1,"Is it time to start? Send Melania back, send her back, send her back?"
1,SEND THEM BACK TO THEIR STATES VOTE THEM OUT
2,"Days after Trump tells Congresswomen to go back to their country, after his base chants send her back, a white suprem"
1,No Obama didnt kill kids he caught and released non criminals!! The TAKING a moral pro life high ground!! Also the when they see dead children SEND THEM BACK SEND THEM BACK to death by drug lord
2,"Did you watch the video? Started out quiet, grew in volume, and as it got louder and louder he finally shut up his blathering and waited for 13 seconds, enough for at least 10 Send her back's from the delightful crowd. They all lie. About everything, even when it's on video."
1,"How about stepping into the shoes of American homeless, those that can't work, those that have felt the detrimental effects of illegal immigration. How about stepping into the shoes of an Angel Family that has forever lost a love one due to an illegal alien. Lets watch that story"
1,"Wie nu pas ontdekt dat Trump geen populist is, maar een racistische populist, heeft de afgelopen vijf jaar niet goed opgel"
1,why is this ok? America's children are learning from this. Is this really how the government wants them to grow up.. I mean..... Imagine a school yard where caucasian kids are gathered around a child with different colored as they chant 'send her back'. So wrong
2,Gutless creeps stay in their own country &amp; fight to make it better nothing but country shoppers no papers could be terrorist / murders rapist... Should give them a 3 shot warning Deport them back to where they come from or send into PNG hills let cannibal have them
2,"Alrighty lets start with the most recent. The send her back chant that he so lovingly started and enjoyed, rather than stopped. This is him purposefully hating on WOC. Theres two groups for you women and people of color."
1,Correction. telling4 is telling everyone to Go back to where they come from. Lets start with trump &amp; Co send them back to Germany
